Title,Date,Permalink,"WPML Language Code",Categories,Tags
"New America on Health Policy: Easy Access to Our Work and Experts on This Issue",2023-05-20,https://nchc.org/facts-resources/new-america-health-policy-easy-access-our-work-and-experts-issue/,en,facts-resources,
"New CBO Score Claims Greater Deficit Reduction from Health Reform",2023-05-20,https://nchc.org/facts-resources/new-cbo-score-claims-greater-deficit-reduction-health-reform/,en,facts-resources,
"New Website to Provide Health Reform Information to Consumers",2023-05-20,https://nchc.org/facts-resources/new-website-provide-health-reform-information-consumers/,en,facts-resources,
"The Patient Protection and Affordable Care Act",2023-05-20,https://nchc.org/facts-resources/patient-protection-and-affordable-care-act/,en,facts-resources,
"Personal Cost of Obesity",2023-05-20,https://nchc.org/facts-resources/personal-cost-obesity/,en,facts-resources,
"Plans to Improve Health Care’s Fiscal Challenges",2023-05-20,https://nchc.org/facts-resources/plans-improve-health-care-s-fiscal-challenges/,en,facts-resources,
"President Obama Calls for Completion of Health Reform",2023-05-20,https://nchc.org/facts-resources/president-obama-calls-completion-health-reform/,en,facts-resources,
"Realizing Cost Savings from Health Promotion Programs",2023-05-20,https://nchc.org/facts-resources/realizing-cost-savings-health-promotion-programs/,en,facts-resources,
"Repealing Reform Increases Deficit by $455 Billion",2023-05-20,https://nchc.org/facts-resources/repealing-reform-increases-deficit-455-billion/,en,facts-resources,
"Retiree Health Benefits, Underfunded in 40 States",2023-05-20,https://nchc.org/facts-resources/retiree-health-benefits-underfunded-40-states/,en,facts-resources,
"Robert Wood Johnson Foundation Develops Interactive Tool to Track Smoking-Related Trends",2023-05-20,https://nchc.org/facts-resources/robert-wood-johnson-foundation-develops-interactive-tool-track-smoking-related-trend/,en,facts-resources,
"Rules Committee Posts Text of Health Reform Corrections Package",2023-05-20,https://nchc.org/facts-resources/rules-committee-posts-text-health-reform-corrections-package/,en,facts-resources,
"Secretaries of Health and Human Services, Labor and Treasury Highlight ACA Benefits",2023-05-20,https://nchc.org/facts-resources/secretaries-health-and-human-services-labor-and-treasury-highlight-aca-benefits/,en,facts-resources,
"Small Business and Realizing Health Reform's Potential",2023-05-20,https://nchc.org/facts-resources/small-business-and-realizing-health-reforms-potential/,en,facts-resources,
"Small Business Tax Credit Calculator",2023-05-20,https://nchc.org/facts-resources/small-business-tax-credit-calculator/,en,facts-resources,
"Smoking Cessation: Benefits, Barriers, and Policy Interventions",2023-05-20,https://nchc.org/facts-resources/smoking-cessation-benefits-barriers-and-policy-interventions/,en,facts-resources,
"Socio-Economic Status and Smoking",2023-05-20,https://nchc.org/facts-resources/socio-economic-status-and-smoking/,en,facts-resources,
"Specifications for Reform",2023-05-20,https://nchc.org/facts-resources/specifications-reform/,en,facts-resources,
"Stimulus Dollars Aid to Community Health Centers: A First Look",2023-05-20,https://nchc.org/facts-resources/stimulus-dollars-aid-community-health-centers-first-look/,en,facts-resources,
"Third Way Policy Brief - What's In It For Me: 12 Benefits of Health Insurance Reform",2023-05-20,https://nchc.org/facts-resources/third-way-policy-brief-whats-it-me-12-benefits-health-insurance-reform/,en,facts-resources,
"U.S. PIRG Letter to Majority Leader Reid on Introduced Bill",2023-05-20,https://nchc.org/facts-resources/us-pirg-letter-majority-leader-reid-introduced-bill/,en,facts-resources,
"Viewing Exchanges Through the Eyes of Children (and parents)",2023-05-20,https://nchc.org/facts-resources/viewing-exchanges-through-eyes-children-and-parents/,en,facts-resources,
"What Health Reform Means to Consumers on the 6 Month Anniversary",2023-05-20,https://nchc.org/facts-resources/what-health-reform-means-consumers-6-month-anniversary/,en,facts-resources,
Forums,2023-05-20,https://nchc.org/forums/event_id1-9/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-2/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-3/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-4/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-5/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-6/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-7/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-8/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-9/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-10/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-11/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-12/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-13/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-14/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-15/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-16/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-17/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-18/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-19/,en,forums,
Forums,2023-05-20,https://nchc.org/forums/forums-20/,en,forums,
"Board Members",2023-05-20,https://nchc.org/about-us2/board-members/,en,about-us,
"BOARD OF DIRECTORS",2023-05-20,https://nchc.org/about-us2/board-of-directors/,en,about-us,
"Members and Supporters",2023-05-20,https://nchc.org/about-us2/coalition-members/,en,about-us,
"Mission and Vision",2023-05-20,https://nchc.org/about-us2/mission-and-vision/,en,about-us,
Mission,2023-05-20,https://nchc.org/about-us2/mission-history/,en,about-us,
"NCHC Team Members",2023-05-20,https://nchc.org/about-us2/nchc-team-members/,en,about-us,
"NCHC Team Members",2023-05-20,https://nchc.org/about-us2/staff-3/,en,about-us,
"A Lesson from Massachusetts: The Importance of the Individual Mandate",2023-05-20,https://nchc.org/massachusettsnews/lesson-massachusetts-importance-individual-mandate/,en,massachusetts&gt;news,
"NCHC | Materials - Articles",2023-05-20,https://nchc.org/materialsarticles/nchc-materials-articles-2/,en,materials&gt;articles,
"NCHC | Materials - Speeches",2023-05-20,https://nchc.org/materialsspeeches/upcomingspeeches/,en,materials&gt;speeches,
"NCHC | Materials - Speeches",2023-05-20,https://nchc.org/materialsspeeches/nchc-materials-speeches-2/,en,materials&gt;speeches,
"NCHC | Materials - Speeches",2023-05-20,https://nchc.org/materialsspeeches/nchc-materials-speeches-3/,en,materials&gt;speeches,
"NCHC | Materials - Speeches",2023-05-20,https://nchc.org/materialsspeeches/nchc-materials-speeches-4/,en,materials&gt;speeches,
"NCHC | Materials - Speeches",2023-05-20,https://nchc.org/materialsspeeches/nchc-materials-speeches-5/,en,materials&gt;speeches,
"NCHC | Materials - Speeches",2023-05-20,https://nchc.org/materialsspeeches/nchc-materials-speeches-6/,en,materials&gt;speeches,
"NCHC | Materials - Speeches",2023-05-20,https://nchc.org/materialsspeeches/nchc-materials-speeches-7/,en,materials&gt;speeches,
"NCHC | Materials - Studies/Reports",2023-05-20,https://nchc.org/materials/index-8/,en,materials,
"NCHC | Materials - Studies/Reports",2023-05-20,https://nchc.org/materialsstudies/nchc-materials-studies-reports-2/,en,materials&gt;studies,
"NCHC | Materials - Building a Better Health System Report Materials",2023-05-20,https://nchc.org/materialsstudies/specifications/,en,materials&gt;studies,
"All News | National Coalition on Health Care",2023-05-20,https://nchc.org/newsroom/list-2/,en,newsroom,
"NCHC Issue Briefs and Fact Sheets (2016)",2023-05-20,https://nchc.org/newsroom/nchc-fact-sheet-series/,en,newsroom,
"NCHC in the News (2016)",2023-05-20,https://nchc.org/newsroom/nchc-in-the-news/,en,newsroom,
"Press Kit",2023-05-20,https://nchc.org/newsroom/press-kit/,en,newsroom,
"Press Releases",2023-05-20,https://nchc.org/newsroom/press-releases/,en,newsroom,
"Containing Costs and Avoiding Tax Increases While Improving Quality: Affordable Coverage and High Value Care",2023-05-20,https://nchc.org/newsroompress-releases/containing-costs-and-avoiding-tax-increases-while-improving-quality-affordab/,en,newsroom&gt;press-releases,
"Oppose Repeal of Reform and Work for Bipartisan Health Cost Containment Solutions",2023-05-20,https://nchc.org/newsroompress_releases/oppose-repeal-reform-and-work-bipartisan-health-cost-containment-solutions/,en,newsroom&gt;press_releases,
"Working for Bipartisan Health Cost Control",2023-05-20,https://nchc.org/newsroompress_releases/working-bipartisan-health-cost-control/,en,newsroom&gt;press_releases,
"Larry McNeely | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1053/,en,node,
"More Primary Care Physicians Could Mean More Savings for Medicaid",2023-05-20,https://nchc.org/nodeuncategorized/1058/,en,node|Uncategorized,
"Roadmap to State Health Insurance Exchanges",2023-05-20,https://nchc.org/node/1060/,en,node,
"The Honorable David Durenberger",2023-05-20,https://nchc.org/node/the-honorable-david-durenberger-2/,en,node,
"The Debt Ceiling Debate: Key Resources",2023-05-20,https://nchc.org/node/1109/,en,node,
"Deficit Reduction Panel Must Make Health System Costs and Quality a Top Priority",2023-05-20,https://nchc.org/node/1124/,en,node,
"Health Care Spending Projected to Top $8 Billion in Alaska",2023-05-20,https://nchc.org/node/1142/,en,node,
"Kansas Returns Millions in ACA Grants",2023-05-20,https://nchc.org/node/1149/,en,node,
"SC to Increase Health Premiums for State Employees and Retirees",2023-05-20,https://nchc.org/node/1150/,en,node,
"MO Cuts Premiums for Pre-existing Condition Health Plan",2023-05-20,https://nchc.org/node/1151/,en,node,
"Following MA Health Reform, Demand for Safety-Net Hospitals Remains High",2023-05-20,https://nchc.org/node/1152/,en,node,
"Individual Health Insurers Leaving Indiana",2023-05-20,https://nchc.org/node/1153/,en,node,
"Connecticut to Decrease Premiums for Preexisting Condition Health Plans",2023-05-20,https://nchc.org/node/1154/,en,node,
"Judge Rules in Favor of Arizona Medicaid Cuts",2023-05-20,https://nchc.org/node/1157/,en,node,
"CA Cuts Costs and Saves Lives by Preventing Hospital-Related Infections",2023-05-20,https://nchc.org/node/1160/,en,node,
"Ralph G. Neas to Step Down as President and CEO of the National Coalition on Health Care",2023-05-20,https://nchc.org/node/1165/,en,node,
"John Rother | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1166/,en,node,
"John Rother Takes Helm at the National Coalition on Health Care",2023-05-20,https://nchc.org/node/1167/,en,node,
"Health Care Spending as Percentage of GDP Reaches All-Time High",2023-05-20,https://nchc.org/node/1171/,en,node,
"National Coalition on Health Care Issues Cost-Saving Proposals Following News of Rate Increases",2023-05-20,https://nchc.org/node/1177/,en,node,
"National Physician's Alliance Identifies Over $5 Billion in Potential Savings",2023-05-20,https://nchc.org/node/1178/,en,node,
"MedPAC Tackles Provider Payment Reform; Will Congress Do the Same?",2023-05-20,https://nchc.org/node/1179/,en,node,
"Debra Barrett | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1180/,en,node,
"Jack Lewin | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1181/,en,node,
"David Dobbins | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1182/,en,node,
"John C. Rother | National Coalition on Health CareJohn C. Rother",2023-05-20,https://nchc.org/node/1183/,en,node,
"ACOs – A First Step Towards A Value-Based Payment System",2023-05-20,https://nchc.org/node/1184/,en,node,
"Becky Beauregard | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1186/,en,node,
"NCHC Urges Congress to Curb System-Wide Health Costs the Right Way Following Supercommittee Collapse",2023-05-20,https://nchc.org/node/1187/,en,node,
"Ten Steps to Better Care: John Rother and Norman Kahn Promote Better Health Outcomes Based on Evidence",2023-05-20,https://nchc.org/node/1188/,en,node,
"Tim Wahlers | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1189/,en,node,
"CAREER OPPORTUNITIES &amp; INTERNSHIPS",2023-05-20,https://nchc.org/programs/rogers-scholars-program/,en,programs,
"Career Opportunities & Internships",2023-05-20,https://nchc.org/programs/joinourteam/,en,programs,
PROGRAMS,2023-05-20,https://nchc.org/uncategorized/programs/,en,Uncategorized,
"Statement Of Principles",2023-05-20,https://nchc.org/uncategorized/principles/,en,Uncategorized,
"Promote a High-Value Health Care System that Supports Vulnerable Populations",2023-05-20,https://nchc.org/policy/promote-a-high-value-health-care-system/,en,policy,
"Preserving and Improving Medicaid and CHIP",2023-05-20,https://nchc.org/policy/preserving-and-improving-medicaid-and-chip/,en,policy,
"2013-2016 NCHC Policy Correspondence",2023-05-20,https://nchc.org/policy/policy-correspondence/,en,policy,
"Medicare Advantage: Building on Success",2023-05-20,https://nchc.org/policy/medicare-advantage-building-on-success/,en,policy,
"Making Prescription Drugs More Affordable",2023-05-20,https://nchc.org/policy/making-prescription-drugs-more-affordable/,en,policy,
"Make Prescription Drugs More Affordable",2023-05-20,https://nchc.org/policy/make-prescription-drugs-more-affordable/,en,policy,
"Make Health Care Affordable and Accessible",2023-05-20,https://nchc.org/policy/make-health-care-affordable-and-accessible/,en,policy,
"Investing in Prevention and Public Health",2023-05-20,https://nchc.org/policy/investing-in-prevention-and-public-health/,en,policy,
"Improving the Affordability of Coverage",2023-05-20,https://nchc.org/policy/improving-the-affordability-of-coverage/,en,policy,
"Expanding Care Coordination for High-Cost, High Need Beneficiaries",2023-05-20,https://nchc.org/policy/expanding-care-for-high-cost-high-need/,en,policy,
"Empowering Consumers",2023-05-20,https://nchc.org/policy/empowering-consumers/,en,policy,
"Eliminate Surprise Medical Billing",2023-05-20,https://nchc.org/policy/eliminate-surprise-medical-billing/,en,policy,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/figure9/,en,implication,
"COVID-19 Pandemic Response Timeline",2023-05-20,https://nchc.org/policy/covid-19-pandemic-response-timeline/,en,policy,
"Accelerating the Value-Based Care Movement",2023-05-20,https://nchc.org/policy/accelerating-the-value-based-care-movement/,en,policy,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-2/,en,implication,
"NCHC Plan For Health and Fiscal Policy",2023-05-20,https://nchc.org/policy/plan-for-health-and-fiscal-policy/,en,policy,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-3/,en,implication,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-4/,en,implication,
"William A. Roberts | National Coalition on Health Care",2023-05-20,https://nchc.org/people/william-roberts/,en,people,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-5/,en,implication,
"Lindsay Harnish | National Coalition on Health Care",2023-05-20,https://nchc.org/people/lindsay-harnish/,en,people,
"Kendra Janevski | National Coalition on Health Care",2023-05-20,https://nchc.org/people/kendra-janevski/,en,people,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-6/,en,implication,
"John Sweeney | National Coalition on Health Care",2023-05-20,https://nchc.org/people/john-sweeney/,en,people,
"John Seffrin | National Coalition on Health Care",2023-05-20,https://nchc.org/people/john-seffrin/,en,people,
"Frank Carlucci | National Coalition on Health Care",2023-05-20,https://nchc.org/people/frank-carlucci/,en,people,
"John H. McArthur | National Coalition on Health Care",2023-05-20,https://nchc.org/people/john-h-mcarthur/,en,people,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-7/,en,implication,
"The Honorable Robert W. Edgar, (D-PA) | National Coalition on Health Care",2023-05-20,https://nchc.org/people/honorable-robert-w-edgar-d-pa/,en,people,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-8/,en,implication,
"George Diehr | National Coalition on Health Care",2023-05-20,https://nchc.org/people/george-diehr/,en,people,
"Emmanuel Adepoju | National Coalition on Health Care",2023-05-20,https://nchc.org/people/emmanuel-adepoju/,en,people,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-9/,en,implication,
"Cheryl Matheis | National Coalition on Health Care",2023-05-20,https://nchc.org/people/cheryl-matheis/,en,people,
"Catherine Doyle | National Coalition on Health Care",2023-05-20,https://nchc.org/people/catherine-doyle/,en,people,
"National Coalition On Health Care",2023-05-20,https://nchc.org/uncategorized/national-coalition-on-health-care-10/,en,Uncategorized,
"Bill Crist | National Coalition on Health Care",2023-05-20,https://nchc.org/people/bill-crist/,en,people,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-11/,en,implication,
"Ali Renner | National Coalition on Health Care",2023-05-20,https://nchc.org/people/ali-renner/,en,people,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-12/,en,implication,
"Past Events",2023-05-20,https://nchc.org/past-event/event_id1-21/,en,past-event,
"National Coalition On Health Care",2023-05-20,https://nchc.org/implication/national-coalition-on-health-care-13/,en,implication,
"Members in the News",2023-05-20,https://nchc.org/pages-to-delete/members-in-the-news/,en,pages-to-delete,
"Blog - Medicaid Cost Containment: There's No Generic Solution",2023-05-20,https://nchc.org/node/549/,en,node,
"Changes In The Growth In Health Care Spending: Implicatons For Consumers",2023-05-20,https://nchc.org/implication/implications/,en,implication,
"Blog - Maine Oh Maine: The HealthMarkets, Inc. Saga Proves Complicated",2023-05-20,https://nchc.org/node/534/,en,node,
"Annual Reports",2023-05-20,https://nchc.org/node/292/,en,node,
"NCHC Report on US Health Cost Growth",2023-05-20,https://nchc.org/node/1284/,en,node,
"Broad Alliance of Health Groups Releases Plan to Lower Costs, Improve Care",2023-05-20,https://nchc.org/node/1274/,en,node,
"The NCHC Plan for Health and Fiscal Policy",2023-05-20,https://nchc.org/node/1273/,en,node,
"Innovations in Health Care Delivery and Benefits: Real World Solutions",2023-05-20,https://nchc.org/node/1265/,en,node,
"Health: What Does Farm Policy Have to Do with It?",2023-05-20,https://nchc.org/node/1249/,en,node,
"Trends in Adopting EHR Systems",2023-05-20,https://nchc.org/node/1247/,en,node,
"Combating Fraud in Medicare and Medicaid",2023-05-20,https://nchc.org/node/1246/,en,node,
"A Medicare Wellness Program!",2023-05-20,https://nchc.org/node/1245/,en,node,
"New Massachussetts, California Initiatives Could Help Curb Costs Nationwide",2023-05-20,https://nchc.org/node/new-massachussetts-california-initiatives-could-help-curb-costs-nationwide/,en,node,
"With Supreme Court Ruling, Big Decisions Ahead for Congress",2023-05-20,https://nchc.org/node/1236/,en,node,
"Regardless of Supreme Court Decision, the Problem of Cost Isn’t Going Away",2023-05-20,https://nchc.org/node/1235/,en,node,
"Health Care Innovators Bring Medicare Reform Ideas to Capitol Hill",2023-05-20,https://nchc.org/node/1234/,en,node,
"Congress Should Move Promptly on Three Key MedPAC Recommendations",2023-05-20,https://nchc.org/node/1233/,en,node,
"NCHC Forum: Curbing Costs While Expanding Coverage - Strategies from Massachusetts and California for a Post SCOTUS World",2023-05-20,https://nchc.org/node/1232/,en,node,
"NCHC Hosts Reception in Honor of Founder and President Emeritus",2023-05-20,https://nchc.org/node/1225/,en,node,
"Fact or Fiction? The Five Myths of Medicare",2023-05-20,https://nchc.org/node/1220/,en,node,
"Best Doctors, Inc.",2023-05-20,https://nchc.org/node/1217/,en,node,
"NCHC Forum: ""Innovative Private Sector Strategies to Curb Health Costs""",2023-05-20,https://nchc.org/node/1216/,en,node,
"CMS Projects $200 billion in Medicare Savings from Health Care Reform Law",2023-05-20,https://nchc.org/node/1212/,en,node,
"Medical Organizations Come Together to Reduce Waste",2023-05-20,https://nchc.org/node/1207/,en,node,
"Dartmouth Scholar Headlines NCHC Forum on Affordable Medicare Policy",2023-05-20,https://nchc.org/node/1206/,en,node,
"MedPAC Advances Promising Medicare Reform Proposals",2023-05-20,https://nchc.org/node/1202/,en,node,
"Actors' Equity Association",2023-05-20,https://nchc.org/node/1200/,en,node,
"American Association of Birth Centers",2023-05-20,https://nchc.org/node/1199/,en,node,
"Blue Cross Blue Shield Association",2023-05-20,https://nchc.org/node/1198/,en,node,
"The President’s Budget: Small Scale Proposals for a Large Scale Problem",2023-05-20,https://nchc.org/node/1197/,en,node,
"Charles Kolb | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1196/,en,node,
"The Honorable Tom Daschle | National Coalition on Health Care",2023-05-20,https://nchc.org/node/1195/,en,node,
"NCHC Sends Letter To Conference Committee on HR 3630",2023-05-20,https://nchc.org/node/1194/,en,node,
"John Rother Moderates Health Care Panel National Academy of Social Insurance",2023-05-20,https://nchc.org/node/1191/,en,node,
"Why Cost Control is an Important Issue…for Everyone",2023-05-20,https://nchc.org/node/1190/,en,node,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/workforce-reforms-human-capital/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-2/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-3/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-4/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-5/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-6/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-7/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-8/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-9/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-10/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-11/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-12/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-13/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-14/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-15/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-16/,en,issue-areas,
"Homepage Coalition Members",2023-05-20,https://nchc.org/issue-areas/homepage-coalition-members-17/,en,issue-areas,
"How To Lose Inner Thigh Fat? Effective Ways &amp; Exercises [Year]",2023-05-20,https://nchc.org/nutrition/weight-management/how-to-lose-inner-thigh-fat/,en,"Nutrition>Weight Management","weight loss"
"How To Get Rid Of Bloating? Tips & Tricks To Try For Debloating",2023-05-20,https://nchc.org/health/digestion/how-to-get-rid-of-bloating/,en,Health>Digestion,
"How To Lose Body Fat Now? Effective Ways You Should Know [Year]",2023-05-20,https://nchc.org/nutrition/weight-management/how-to-lose-body-fat/,en,"Nutrition>Weight Management","weight loss"
"How To Increase Appetite? Everything You Should Know",2023-05-20,https://nchc.org/health/how-to-increase-appetite/,en,Health,
"How Long Does It Take To Lose Weight? Weight Loss Tips",2023-05-20,https://nchc.org/nutrition/weight-management/how-long-does-it-take-to-lose-weight/,en,"Nutrition>Weight Management","weight loss"
"How Many Calories Do I Burn A Day & How To Estimate",2023-06-26,https://nchc.org/health/how-many-calories-do-i-burn-a-day/,en,Health,
"Erfahrungen mit Ketogen Tropfen – Unser Test, die Bewertung &amp; der Kauf [Year]",2023-05-20,https://nchc.org/ketogen-tropfen/,en,de,
"How To Detox Your Body: 7 Tips According To Experts [Year]",2023-05-20,https://nchc.org/nutrition/detox/how-to-detox-your-body/,en,Nutrition>Detox,
"Are Bananas Good For Weight Loss Or Not? Diet Advice & Benefits",2023-05-20,https://nchc.org/health/is-banana-good-for-weight-loss/,en,Health,
"How To Stop Receding Hairline? 8 Effective Ways In [Year]",2023-05-20,https://nchc.org/beauty/hair/how-to-stop-a-receding-hairline/,en,Beauty>Hair,
"What To Eat When You Have Diarrhea: Foods To Eat & Avoid [Year]",2023-05-20,https://nchc.org/health/digestion/what-to-eat-when-you-have-diarrhea/,en,Health>Digestion,
"How To Get A Flat Stomach Fast: 3 Tips & Tricks [Year]",2023-05-20,https://nchc.org/nutrition/weight-management/how-to-get-a-flat-stomach-fast/,en,"Nutrition>Weight Management","weight loss"
"8 Healthy Breakfast To Lose Weight & Start The Day Right",2023-05-20,https://nchc.org/health/healthy-breakfast-to-lose-weight/,en,Health,
"How To Stop Binge Eating? 10 Great Tips To Consider",2023-05-20,https://nchc.org/health/how-to-stop-binge-eating/,en,Health,
"What Are Walnuts Good For? Nutrition Facts &amp; Health Benefits",2023-05-20,https://nchc.org/health/what-are-walnuts-good-for/,en,Health,
"What Fruits Are Low In Sugar: 13 Best For Health [Year]",2023-05-20,https://nchc.org/health/what-fruits-are-low-in-sugar/,en,Health,
"How To Lose Weight While Breastfeeding Safely In [Year]?",2023-05-20,https://nchc.org/health/how-to-safely-lose-weight-while-breastfeeding/,en,Health,
"How To Clean Out Bowels Quickly: 3 Natural Ways & Tips [Year]",2023-05-20,https://nchc.org/health/digestion/how-to-clean-out-bowels-quickly/,en,Health>Digestion,
"Walnut Oil Benefits That Improve Your Health &amp; Beauty",2023-05-20,https://nchc.org/health/walnut-oil-benefits/,en,Health,
"Emotional Support Animal Registration [Year]: How To Get ESA Letter?",2023-08-17,https://nchc.org/mental-health/esa/emotional-support-animal/,en,"Mental Health>Emotional Support Animal",
"Prebio Boost Erfahrungen –  Die Besten Probiotika Von Nutrisolution Für [Year]",2023-05-24,https://nchc.org/de/?p=2476,de,Gesundheit,
"Performer 8 Erfahrungen – Test, Bewertung &amp; Wo Kaufen [Year]",2023-05-23,https://nchc.org/de/potenzmittel/performer-8/,de,Potenzmittel,
"Clenbuterol Kaufen [Year] – Erfahrungen, Bewertungen & Wirkung",2023-05-23,https://nchc.org/de/schlankmacher/clenbuterol-kaufen/,de,Schlankmacher,
"Performer 8 Erfahrungen – Test, Bewertung &amp; Wo Kaufen [Year]",1970-01-01,https://nchc.org/de/?p=2841,de,Potenzmittel,
"Keto Extreme Fat Burner Erfahrungen [Year] – Schnell Und Gesund Abnehmen",2023-05-23,https://nchc.org/de/?p=2844,de,Schlankmacher,
"Private: D Bal Max Erfahrungen [Year] – Wirkung, Nebenwirkungen & Wo Sie Es Kaufen Können",1970-01-01,https://nchc.org/de/?p=2907,de,Unkategorisiert,
"Regener 8 Erfahrungen [Year] – Wundermittel Zum Abnehmen?",2023-05-23,https://nchc.org/de/?p=2917,de,Schlankmacher,
"Diaetolin Erfahrungen, Test, Bewertung &amp; Kaufberatung [Year]",2023-05-23,https://nchc.org/de/schlankmacher/diaetolin/,de,Schlankmacher,
"Caven Morgen Komplex Erfahrungen [Year] – Wundermittel Zum Abnehmen?",2023-05-24,https://nchc.org/de/?p=3002,de,Schlankmacher,
"Phen24 Erfahrungen – Test & Kundenbewertungen [Year]",2023-05-24,https://nchc.org/de/schlankmacher/phen24-erfahrungen/,de,Schlankmacher,
"Jasper Caven Stoffwechsel Formel Erfahrungen [Year] – Wirklich Effektiv?",2023-05-23,https://nchc.org/de/?p=3011,de,Schlankmacher,
"Mokka Brenner Erfahrungen – Beste Natürliche Schlankmacher Produkte [Year]",2023-05-24,https://nchc.org/de/?p=3117,de,Schlankmacher,
"Brûleur Oméga Erfahrungen [Year] – Neuer Botenstoff Gegen Fettzellen",2023-05-24,https://nchc.org/de/?p=3141,de,Schlankmacher,
"Semenoll Erfahrungen [Year] – Test, Bewertungen & Kaufen",2023-05-24,https://nchc.org/de/?p=3178,de,Potenzmittel,
"Erfahrungen mit Ketogen Tropfen – Unser Test, Bewertung & Kauf [Year]",2023-05-25,https://nchc.org/de/?p=3243,de,Unkategorisiert|Schlankmacher,
"MK 677 Erfahrungen [Year] – Test, Bewertungen & Kaufen",2023-05-25,https://nchc.org/de/?p=3302,de,Gesundheit,
"Hairlust Erfahrungen - Die Beste Dänische Naturkosmetik-Marke Im Test Für [Year]",2023-05-25,https://nchc.org/de/?p=3310,de,Beauty,
"EH5 Erfahrungen [Year] – Fett Effektiv Mit Hormonen Bekämpfen",2023-05-25,https://nchc.org/de/?p=3349,de,Schlankmacher,
